,id,title,description,price,condition,brand,link,mobile_link,gtin,mpn,image_link,google_product_category,availability,availability_date,shipping,tax,online_only,expiration_date,product_type,shipping_weight,excluded_destination,color,gender,age_group,item_group_id,additional_image_link,material,pattern,size,size_type,size_system,sale_price,sale_price_effective_date,adwords_grouping,adwords_labels,adwords_redirect,manufacturer,identifier_exists,multipack,is_bundle,adult,promotion_id,custom_label_0,custom_label_1,custom_label_2,custom_label_3,custom_label_4,shipping_label,shipping_height,shipping_length,shipping_width,unit_pricing_measure,unit_pricing_base_measure,display_ads_similar_id,display_ads_link,display_ads_id,display_ads_title,display_ads_value
84,FPG1161~1013~102~FM,Navy Scoop Mermaid Gown,"A fitted gown featuring a low scoop neckline, side cut outs, and a mermaid flared skirt. It has an open ended zipper closure with placket at back bodice, and an invisible zipper closure at the back skirt.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1161~1013~102~FM,,,FPG1161~1013~102~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49658/large/fame-on-body-images-production_FPG1161_1013_102_FM_1299_original.jpg?1551489943,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Navy,female,Adult,FPG1161,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,FPG1161~102~1039~FM,Light Nude Scoop Mermaid Gown,"A fitted gown featuring a low scoop neckline, side cut outs, and a mermaid flared skirt. It has an open ended zipper closure with placket at back bodice, and an invisible zipper closure at the back skirt.",229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1161~102~1039~FM,,,FPG1161~102~1039~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49673/large/fame-on-body-images-production_FPG1161_102_1039_FM_1140_original.jpg?1554768958,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Light Nude,female,Adult,FPG1161,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,FPG1162~1005~102~FM,Pale Pink Tie Back Cut Out Dress,"A fitted dress featuring V-neckline, cutout back with tie detail, and mermaid flared skirt. It has an invisible zipper closure at the back.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1162~1005~102~FM,,,FPG1162~1005~102~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49675/large/fame-on-body-images-production_FPG1162_1005_102_FM_1146_original.jpg?1554768963,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Pale Pink,female,Adult,FPG1162,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,FPG1163~1005~609~FM,Pale Pink Plunging Back Gown,"A fitted gown featuring a high front neckline, open back, and mermaid flared skirt with front split. It has an invisible zipper closure at the back.",333.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1163~1005~609~FM,,,FPG1163~1005~609~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49679/large/fame-on-body-images-production_FPG1163_1005_609_FM_1153_original.jpg?1554768959,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Pale Pink,female,Adult,FPG1163,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,FPG1163~1066~909~FM,Silver Plunging Back Gown,"A fitted gown featuring a high front neckline, open back, and mermaid flared skirt with front split. It has an invisible zipper closure at the back.",333.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1163~1066~909~FM,,,FPG1163~1066~909~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49681/large/fame-on-body-images-production_FPG1163_1066_909_FM_1159_original.jpg?1554768960,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Evening,,,Silver,female,Adult,FPG1163,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,FPG1167~1035~249~AK,Light Blue O-Ring Wide Leg Jumpsuit,"A loose fitting jumpsuit featuring a plunging V-neckline, wide leg pant, and separate fabric belt with O-ring buckle. It has an invisible zipper closure at the back.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1167~1035~249~AK,,,FPG1167~1035~249~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49737/large/fame-on-body-images-production_FPG1167_1035_249_AK_1501_original.jpg?1556280976,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Light Blue,female,Adult,FPG1167,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,FPG1168~1116~237~AK,Painted Tulip Orange Tailored Jumpsuit,"A tailored jumpsuit featuring a suiting style notched collar, elbow length sleeves, and wide leg tailored pants with pockets. It has a zipper fly closure to the front.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1168~1116~237~AK,,,FPG1168~1116~237~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49846/large/fame-on-body-images-production_FPG1168_1116_237_AK_1746_original.jpg?1556280978,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Painted Tulip Orange,female,Adult,FPG1168,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,FPG1169~1039~240~MD,Light Nude Cross Back Jumpsuit,"An easy fitting jumpsuit featuring a low scooped neckline, open back with criss-cross adjustable straps, and wide leg pant. It has an invisible zipper closure at the back.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1169~1039~240~MD,,,FPG1169~1039~240~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49738/large/fame-on-body-images-production_FPG1169_1039_240_MD_1367_original.jpg?1556280979,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Tight Fit,,,Light Nude,female,Adult,FPG1169,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,FPG1170~101~1062~FP,Cherry Red O-Ring Pleated Jumpsuit,"A pleated jumpsuit featuring a front V-neckline, open backline with criss cross adjustable straps, and a separate fabric belt with O-ring buckle. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1170~101~1062~FP,,,FPG1170~101~1062~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49849/large/fame-on-body-images-production_FPG1170_101_1062_FP_1750_original.jpg?1556280979,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Wrap,,,Cherry Red,female,Adult,FPG1170,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,FPG1171~101~1130~FP,Painted Tulip Black Pleated Belted Jumpsuit,"A pleated jumpsuit featuring a V-neckline and backline, flutter sleeves, wide leg pleated pant, and separate fabric belt with O-ring buckle. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1171~101~1130~FP,,,FPG1171~101~1130~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49851/large/fame-on-body-images-production_FPG1171_101_1130_FP_1758_original.jpg?1556280990,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Hourglass,,,Painted Tulip Black,female,Adult,FPG1171,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,FPG1175~1013~261~FP,Navy Twist Front Jumpsuit,"A wide leg jumpsuit featuring a twist-front bodice with cutout, and pockets on the pant. It has an invisible zipper closure at the back.",248.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1175~1013~261~FP,,,FPG1175~1013~261~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49854/large/fame-on-body-images-production_FPG1175_1013_261_FP_1602_original.jpg?1556281011,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Mini,,,Navy,female,Adult,FPG1175,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,FPG1176~1120~262~FP,Orange Pleated Pant Set,"A two piece set featuring a V-neckline top with adjustable straps, and wide leg pleated trouser pant. The top has an invisible zipper closure at the side, and the pant has an invisible zipper closure at the back.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1176~1120~262~FP,,,FPG1176~1120~262~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49856/large/fame-on-body-images-production_FPG1176_1120_262_FP_1609_original.jpg?1556281022,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Orange,female,Adult,FPG1176,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,FPG1177~1013~238~FP,Navy Paper Bag Pant Set,"A two piece set featuring a straight neckline top with wide straps, and a paper bag waist pant with separate O-ring belt. The top has an open ended zipper closure with placket at the back, and the pant has a zipper fly closure at the front.",298.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1177~1013~238~FP,,,FPG1177~1013~238~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49859/large/fame-on-body-images-production_FPG1177_1013_238_FP_1614_original.jpg?1556281025,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Navy,female,Adult,FPG1177,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,FPG1178~1001~238~AK,Ivory Tie Front Shirt Pant Set,"A two piece set featuring a cropped top with true wrap tie and long sleeves, and wide leg trouser style pant with a zipper fly closure at the front.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1178~1001~238~AK,,,FPG1178~1001~238~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49740/large/fame-on-body-images-production_FPG1178_1001_238_AK_1375_original.jpg?1556281031,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Daywear,,,Ivory,female,Adult,FPG1178,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,FPG1179~1120~262~CL,Orange Banded Triangle Cup Top,"A cropped top featuring a V-neckline, adjustable straps, and bottom band. It has an invisible zipper closure at the side.",89.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1179~1120~262~CL,,,FPG1179~1120~262~CL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49863/large/fame-on-body-images-production_FPG1179_1120_262_CL_1760_original.jpg?1556281117,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Orange,female,Adult,FPG1179,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,FPG1181~101~1121~CL,Dusty Lilac Shirred Crop Top,A cropped top featuring a smocked bodice and adjustable straps.,129.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1181~101~1121~CL,,,FPG1181~101~1121~CL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49745/large/fame-on-body-images-production_FPG1181_101_1121_CL_1382_original.jpg?1556281119,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Tight Fit,,,Dusty Lilac,female,Adult,FPG1181,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,FPG1181~1015~266~CL,Pale Blue Shirred Crop Top,A cropped top featuring a smocked bodice and adjustable straps.,133.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1181~1015~266~CL,,,FPG1181~1015~266~CL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49746/large/fame-on-body-images-production_FPG1181_1015_266_CL_1386_original.jpg?1556281123,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Tight Fit,,,Pale Blue,female,Adult,FPG1181,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,FPG1184~1001~238~CL,Ivory Tie Front Shirt,"A cropped top featuring a true wrap waist tie, and long sleeves with covered button closure at the cuff.",129.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1184~1001~238~CL,,,FPG1184~1001~238~CL,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49743/large/fame-on-body-images-production_FPG1184_1001_238_CL_1389_original.jpg?1556281125,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Tight Fit,,,Ivory,female,Adult,FPG1184,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,FPG1186~1003~147~FP,Black O-Ring Belted Suit,"A two piece set featuring a blazer style jacket with O-ring belt closure at the waist, and a tailored straight leg pant with zipper fly closure at the front.",298.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1186~1003~147~FP,,,FPG1186~1003~147~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49860/large/fame-on-body-images-production_FPG1186_1003_147_FP_1620_original.jpg?1556281135,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Black,female,Adult,FPG1186,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,FPG1187~1003~147~LH,Black O-Ring Belted Jacket,A blazer style jacket featuring an O-ring belt closure at the waist.,278.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1187~1003~147~LH,,,FPG1187~1003~147~LH,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49865/large/fame-on-body-images-production_FPG1187_1003_147_LH_1625_original.jpg?1556281153,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Covered Back,,,Black,female,Adult,FPG1187,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,FPG1188~1013~261~LH,Navy Double Button Suit Jacket,"A blazer style jacket featuring a classic notched lapel, flap pockets at the hip, and double button closure at the front.",228.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1188~1013~261~LH,,,FPG1188~1013~261~LH,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49862/large/fame-on-body-images-production_FPG1188_1013_261_LH_1628_original.jpg?1556281157,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Navy,female,Adult,FPG1188,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,FPG1189~1119~237~KN,Feline Spot Tan Double Breasted Overcoat,"An oversize coat featuring a rounded lapel collar, welt pockets, and double breasted snap closure to the front.",329.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1189~1119~237~KN,,,FPG1189~1119~237~KN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49869/large/fame-on-body-images-production_FPG1189_1119_237_KN_1637_original.jpg?1556281169,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Loose,,,Feline Spot Tan,female,Adult,FPG1189,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,FPG1190~1001~237~LH,Ivory Tapered Sleeve Blazer,"A nipped waist blazer featuring a classic notched lapel, tapered long sleeves with button closure at the cuff, and double button closure to the front.",249.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1190~1001~237~LH,,,FPG1190~1001~237~LH,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49873/large/fame-on-body-images-production_FPG1190_1001_237_LH_1766_original.jpg?1556281173,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Covered Back,,,Ivory,female,Adult,FPG1190,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,FPG1191~1039~240~HH,Light Nude Crew Neck Shell Top,"A loose shell top with a crew neckline, and invisible zipper closure at the back neck.",69.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1191~1039~240~HH,,,FPG1191~1039~240~HH,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49742/large/fame-on-body-images-production_FPG1191_1039_240_HH_1396_original.jpg?1556281279,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Light Nude,female,Adult,FPG1191,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,FPG1193~1015~266~FP,Pale Blue Smocked Waist Pant,A wide leg pant featuring an elastic smocked waist and side pockets.,229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1193~1015~266~FP,,,FPG1193~1015~266~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49747/large/fame-on-body-images-production_FPG1193_1015_266_FP_1399_original.jpg?1556281287,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Tight Fit,,,Pale Blue,female,Adult,FPG1193,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,FPG1194~1120~262~FP,Orange Pleated Wide Leg Pant,"A wide leg pant featuring a fitted waistband, and deep pleats to the front leg. It has an invisible zipper closure at the back.",165.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1194~1120~262~FP,,,FPG1194~1120~262~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49874/large/fame-on-body-images-production_FPG1194_1120_262_FP_1762_original.jpg?1556281302,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Column,,,Orange,female,Adult,FPG1194,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,FPG1195~1003~147~FP,Black Leg Pant Straight,"A trouser style pant featuring a straight leg, side pockets, and zipper fly closure to the front.",298.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1195~1003~147~FP,,,FPG1195~1003~147~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49800/large/fame-on-body-images-production_FPG1195_1003_147_FP_1524_original.jpg?1556281313,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Black,female,Adult,FPG1195,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,FPG1196~1013~238~FP,Navy Paper Bag Pant,"A straight leg pant featuring a paper bag waistline, pockets, and separate fabric belt with O-ring buckle. It has a zipper fly closure at the front.",228.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1196~1013~238~FP,,,FPG1196~1013~238~FP,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49875/large/fame-on-body-images-production_FPG1196_1013_238_FP_1669_original.jpg?1556281316,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Navy,female,Adult,FPG1196,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,FPG1197~1001~238~AK,Ivory Tailored Wide Leg Pant,A wide leg trouser style pant with a zipper fly closure at the front.,199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1197~1001~238~AK,,,FPG1197~1001~238~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49752/large/fame-on-body-images-production_FPG1197_1001_238_AK_1407_original.jpg?1556281320,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Maxi,,,Ivory,female,Adult,FPG1197,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,FPG1200~101~1120~AK,Orange Handkerchief Hem Skirt,A fit and flare skirt featuring an asymmetrical handkerchief hemline. It has an invisible zipper closure at the back.,229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1200~101~1120~AK,,,FPG1200~101~1120~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49878/large/fame-on-body-images-production_FPG1200_101_1120_AK_1646_original.jpg?1556281327,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Orange,female,Adult,FPG1200,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,FPG1204~101~1013~CM,Navy Pleated Handkerchief Skirt,"A fit and flare skirt featuring a pleated, asymmetrical handkerchief hemline. It has an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1204~101~1013~CM,,,FPG1204~101~1013~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49879/large/fame-on-body-images-production_FPG1204_101_1013_CM_1652_original.jpg?1556281362,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Navy,female,Adult,FPG1204,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,FPG1205~1003~147~AK,Black High-Low Wrap Skirt,"A true wrap skirt featuring a fitted yoke, and high-low hemline. It has a button closure hidden inside the waist, and tie closure at the side.",228.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1205~1003~147~AK,,,FPG1205~1003~147~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49882/large/fame-on-body-images-production_FPG1205_1003_147_AK_1656_original.jpg?1556281365,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Black,female,Adult,FPG1205,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,FPG1206~1013~238~CM,Navy Pleat Release Skirt,"A full skirt featuring a fitted stitch-release yoke, and flared hem. It has an invisible zipper closure at the back.",148.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1206~1013~238~CM,,,FPG1206~1013~238~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49884/large/fame-on-body-images-production_FPG1206_1013_238_CM_1671_original.jpg?1556281377,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Wrap,,,Navy,female,Adult,FPG1206,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,FPG1207~101~1121~CM,Dusty Lilac Smocked Tiered Skirt,A slim skirt featuring elastic smocked panels and gathered tiers.,279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1207~101~1121~CM,,,FPG1207~101~1121~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49753/large/fame-on-body-images-production_FPG1207_101_1121_CM_1416_original.jpg?1556281427,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Dusty Lilac,female,Adult,FPG1207,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,FPG1208~1013~261~MN,Navy Bubble Skirt,A fitted skirt with bubble hem. It has an invisible zipper closure at the back.,128.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1208~1013~261~MN,,,FPG1208~1013~261~MN,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49886/large/fame-on-body-images-production_FPG1208_1013_261_MN_1676_original.jpg?1556281440,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Sleeveless,,,Navy,female,Adult,FPG1208,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,FPG1209~1039~240~AK,Light Nude Fitted Waist Bubble Skirt,A full skirt with a fitted yoke and bubble shaped hem. It has an invisible zipper closure at the side.,299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1209~1039~240~AK,,,FPG1209~1039~240~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49755/large/fame-on-body-images-production_FPG1209_1039_240_AK_1423_original.jpg?1556281451,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fit and Flare,,,Light Nude,female,Adult,FPG1209,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,FPG1210~1029~249~MD,Red Ochre Tie Waist Gathered Skirt,"A full skirt with true wrap tie waist, and gathered body.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1210~1029~249~MD,,,FPG1210~1029~249~MD,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49762/large/fame-on-body-images-production_FPG1210_1029_249_MD_1506_original.jpg?1556281459,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Wrap,,,Red Ochre,female,Adult,FPG1210,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,FPG1211~1013~152~AK,Navy Straight Pleated Skirt,"A full skirt featuring a fitted, stitch-release pleated yoke, and flared hem. It has an invisible zipper closure at the back.",199.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1211~1013~152~AK,,,FPG1211~1013~152~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49889/large/fame-on-body-images-production_FPG1211_1013_152_AK_1684_original.jpg?1556281465,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Navy,female,Adult,FPG1211,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,FPG1213~1039~240~AK,Light Nude Asymmetrical Hem Skirt,"A full skirt featuring a fitted yoke, and asymmetrical hem skirt. It has an invisible zipper closure at the back.",133.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1213~1039~240~AK,,,FPG1213~1039~240~AK,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49758/large/fame-on-body-images-production_FPG1213_1039_240_AK_1434_original.jpg?1556281465,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Light Nude,female,Adult,FPG1213,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,FPG1214~1001~238~FM,Ivory Full Skirt Pleated,A full skirt featuring a fitted waistband and stitch-release pleated yoke. It has an invisible zipper closure at the back.,229.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1214~1001~238~FM,,,FPG1214~1001~238~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49765/large/fame-on-body-images-production_FPG1214_1001_238_FM_1439_original.jpg?1556281465,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Fitted,,,Ivory,female,Adult,FPG1214,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,FPG1215~1050~237~C17~MM,St Germain Black Scoop Neck Skirt Set,"A two piece set featuring a scoop neck top with adjustable straps and an invisible zipper closure at the side, and a fitted skirt with an invisible zipper closure at the back.",299.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1215~1050~237~C17~MM,,,FPG1215~1050~237~C17~MM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49279/large/fame-on-body-images-production_FPG1215_1050_237_C17_MM_359_original.jpg?1554769688,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,St Germain Black,female,Adult,FPG1215,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,FPG1217~1042~256~C37~CM,Painted Petals Floral Belted Wrap Shirt Dress,"A wrap dress featuring a V-neckline with shirt-style collar, straight sleeves, separate silver metal D-ring belt, and a straight skirt. It has a covered button and fabric loop closure at the front waist.",499.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1217~1042~256~C37~CM,,,FPG1217~1042~256~C37~CM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49281/large/fame-on-body-images-production_FPG1217_1042_256_C37_CM_360_original.jpg?1554769706,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,Painted Petals Floral,female,Adult,FPG1217,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,FPG1218~101~1050~C98~FM,St Germain Black Cutout Mermaid Dress,"A fitted dress featuring a plunging V-neckline, side cutouts, an open back with thin straps and ruffle trim at the back waist The skirt is fitted with a mermaid flared hem, has layered ruffle and pleated trim, and a center front split. It has an invisible zipper closure at the back.",279.0,new,Fame&Partners,https://www.fameandpartners.com/dresses/custom-dress-FPG1218~101~1050~C98~FM,,,FPG1218~101~1050~C98~FM,https://d2ta5pga3sqz6i.cloudfront.net/spree/products/49283/large/fame-on-body-images-production_FPG1218_101_1050_C98_FM_365_original.jpg?1554769721,Apparel & Accessories > Clothing > Dresses,in stock,,,,,,Vacation,,,St Germain Black,female,Adult,FPG1218,,,,US 0-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
